está,no direct translation,El café está caliente y listo para ser servido.,The coffee is hot and ready to be served.,,,
estás,no direct translation,¿Estás listo para empezar?,Are you ready to start?,,,
estás,no direct translation,¿Cómo estás hoy?,How are you today?,,,
estás,no direct translation,Estás preparado para esta aventura?,Are you ready for this adventure?,,,
estás,no direct translation,¿Estás seguro de que quieres hacer eso?,Are you sure you want to do that?,,,
estás,no direct translation,Estás muy guapa hoy.,You look very nice today.,,,
estás,no direct translation,"Hay un empleo disponible con la ciudad, si estás interesado.","There's a job available with the city, if you're interested.",,,
estás,no direct translation,Estás muy preparado para afrontar este desafío.,You are very well prepared to face this challenge.,,,
estás,no direct translation,Al menos dime la clase de trabajo que estás haciendo.,At least tell me the kind of work you're doing.,,,
estás,no direct translation,¿Por qué estás parada en la puerta?,Why are you standing at the door?,,,
estás,no direct translation,Estás haciendo un gran trabajo.,You are doing a great job.,,,
estás,no direct translation,Estás impresionada con tus logros.,You are impressed with your accomplishments.,,,
estás,no direct translation,Estás muy guapo hoy.,You look very handsome today.,,,
están,no direct translation,Los membresías están abiertas para todos aquellos interesados.,Memberships are open to all those interested.,,,
están,no direct translation,Los resultados de esta encuesta están sorprendentes.,The results of this survey are surprising.,,,
están,no direct translation,Los estudiantes están trabajando duramente para prepararse para los exámenes.,The students are working hard to prepare for the exams.,,,
están,no direct translation,Los resultados están ahí para verlos.,The results are there to see.,,,
están,no direct translation,Los platos están preparados para la cena.,The dishes are prepared for dinner.,,,
están,no direct translation,Estas flores están hermosas.,These flowers are beautiful.,,,
están,no direct translation,Los estudiantes están emocionados de regresar a clases.,The students are excited to return to classes.,,,
están,no direct translation,Los colores rojo y amarillo están brillando alegremente.,The colors red and yellow are shining brightly.,,,
están,no direct translation,Los árboles están floreciendo con sus bellas hojas.,The trees are blooming with their beautiful leaves.,,,
están,no direct translation,Estos libros están esparcidos por toda la habitación.,These books are scattered all over the room.,,,
están,no direct translation,Las estaciones de tren están siempre muy concurridas.,The train stations are always very crowded.,,,
están,no direct translation,Los niños están acurrucados en el sofá viendo una película.,The children are snuggled up on the couch watching a movie.,,,
estamos,no direct translation,Estamos comprometidos a trabajar duro para alcanzar nuestros objetivos.,We are committed to working hard to achieve our goals.,,,
estamos,no direct translation,Estamos emocionados de empezar este proyecto juntos.,We are excited to start this project together.,,,
estamos,no direct translation,Estamos comprometidos a hacer todo lo necesario para lograr nuestras metas.,We are committed to doing whatever it takes to achieve our goals.,,,
estamos,no direct translation,Estamos jugando juntos como un equipo.,We are playing together as a team.,,,
estamos,no direct translation,Estamos compartiendo recursos para ayudar a otros.,We are sharing resources to help others.,,,
estamos,no direct translation,Estamos trabajando para mejorar nuestra situación actual.,We are working to improve our current situation.,,,
estamos,no direct translation,Estamos comprometidos a trabajar juntos para alcanzar nuestros objetivos.,We are committed to working together to achieve our goals.,,,
estamos,no direct translation,Nos estamos esforzando para alcanzar nuestras metas.,We are striving to reach our goals.,,,
estamos,no direct translation,Estamos listos para empezar.,We are ready to start.,,,
estamos,no direct translation,Estamos avanzando bien con el nuevo proyecto.,We are making good progress with the new project.,,,
estamos,no direct translation,Estamos trabajando juntos para lograr nuestros objetivos.,We are working together to achieve our goals.,,,
estamos,no direct translation,Estamos listos para empezar.,We are ready to start.,,,
estar,no direct translation,Estoy muy contenta de estar aquí.,I am very happy to be here.,,,
estar,no direct translation,Estoy contenta de estar aquí.,I'm happy to be here.,,,
estar,no direct translation,Estaba muy contento de estar aquí.,I was very happy to be here.,,,
estar,no direct translation,Estoy feliz de estar aquí.,I'm happy to be here.,,,
estar,no direct translation,Estoy muy feliz de estar aquí.,I am very happy to be here.,,,
estar,no direct translation,Estoy feliz de estar aquí.,I am happy to be here.,,,
estar,no direct translation,Estoy aquí para estar a tu lado.,I'm here to be by your side.,,,
estar,no direct translation,Me encanta estar al aire libre.,I love being outdoors.,,,
estar,no direct translation,No quiero estar aquí por más tiempo.,I don't want to be here any longer.,,,
estar,no direct translation,Ella siempre está dispuesta a estar ahí para ayudar.,She is always willing to be there to help.,,,
estar,no direct translation,Estoy contento de estar aquí.,I'm happy to be here.,,,
estar,no direct translation,Estoy estar muy contento por mi logro.,I am very happy for my achievement.,,,
eres,no direct translation, Eres mi mejor amigo.,You are my best friend.,,,
eres,no direct translation,Eres mi mejor amigo.,You are my best friend.,,,
eres,no direct translation,Eres una persona maravillosa.,You are a wonderful person.,,,
eres,no direct translation,Eres la persona más maravillosa que conozco.,You are the most wonderful person I know.,,,
eres,no direct translation,Eres una gran fuente de inspiración para mí.,You are a great source of inspiration for me.,,,
eres,no direct translation,Tú eres una persona muy amable.,You are a very kind person.,,,
eres,no direct translation,Eres muy inteligente y siempre tienes algo interesante que decir.,You are very intelligent and always have something interesting to say.,,,
eres,no direct translation,Tú eres un gran amigo/a para mí.,You are a great friend to me.,,,
eres,no direct translation,Eres un gran líder y todos te siguen con confianza.,You are a great leader and everyone follows you confidently.,,,
eres,no direct translation,Eres muy divertido/a y siempre me haces reír.,You are very fun and always make me laugh.,,,
eres,no direct translation,Tú eres una persona muy trabajadora y siempre te esfuerzas para mejorar.,You are a very hardworking person and always strive to improve.,,,
eres,no direct translation,"Eres una persona muy valiente, siempre te enfrentas a los desafíos con coraje.","You are a very brave person, you always face challenges with courage.",,,
estáis,no direct translation,Estáis haciendo un buen trabajo.,You all are doing a good job.,,,
estáis,no direct translation,Vosotros estáis trabajando muy duro en esta tarea.,You all are working very hard on this task.,,,
estáis,no direct translation,Estáis haciendo un gran trabajo en equipo.,You all are doing a great job as a team.,,,
estáis,no direct translation,Vosotros estáis siguiendo el plan de manera efectiva.,You all are following the plan effectively.,,,
estáis,no direct translation,Estáis logrando resultados impresionantes.,You all are achieving impressive results.,,,
estáis,no direct translation,Vosotros estáis superando todas las expectativas.,You all are exceeding all expectations.,,,
estáis,no direct translation,¿Cómo estáis todos hoy?,How are you all doing today?,,,
estáis,no direct translation,Estáis compartiendo un momento especial.,You are sharing a special moment.,,,
estáis,no direct translation,Estáis cumpliendo con todas las expectativas que teníamos.,You are meeting all the expectations we had.,,,
ir,to go,Me gusta ir al parque los fines de semana.,I like to go to the park on weekends.,,,
ir,to go,¿Puedes ir al supermercado y comprar leche?,Can you go to the supermarket and buy some milk?,,,
ir,to go,¿A dónde vas a ir de vacaciones este año?,Where are you going on vacation this year?,,,
ir,to go,Siempre me gusta ir al mismo restaurante porque tienen comida deliciosa.,I always like to go to the same restaurant because they have delicious food.,,,
ir,to go,No puedo ir al concierto mañana porque tengo que trabajar.,I can't go to the concert tomorrow because I have to work.,,,
ir,to go,Quiero ir al gimnasio más seguido para mejorar mi salud.,I want to go to the gym more often to improve my health.,,,
ir,to go,Me encanta ir de compras con mis amigas los sábados.,I love to go shopping with my friends on Saturdays.,,,
ir,to go,Mis padres van a ir de viaje el próximo mes.,My parents are going on a trip next month.,,,
ir,to go,"No te preocupes, yo puedo ir al correo a enviar la carta por ti.","Don't worry, I can go to the post office to send the letter for you.",,,
voy,I am going,Hoy voy a la playa con mis amigos para disfrutar del sol y el mar.,Today I'm going to the beach with my friends to enjoy the sun and the sea.,,,
voy,I am going,Mañana voy al supermercado para hacer las compras de la semana.,Tomorrow I'm going to the supermarket to do the weekly shopping.,,,
voy,I am going,Esta tarde voy al cine a ver la nueva película de terror que tanto he esperado.,This afternoon I'm going to the cinema to watch the new horror movie I've been waiting for.,,,
voy,I am going,"En mi próximo viaje, voy a visitar París para conocer la Torre Eiffel y otros sitios turísticos de la ciudad.","On my next trip, I'm going to visit Paris to see the Eiffel Tower and other tourist sites in the city.",,,
voy,I am going,Yo voy a caminar por el parque para hacer ejercicio.,I am going to walk in the park to exercise.,,,
voy,I am going,"El próximo mes, yo voy a visitar a mi familia en mi país natal.","Next month, I am going to visit my family in my home country.",,,
voy,I am going,Siempre llevo una botella de agua conmigo cuando yo voy al gimnasio.,I always bring a water bottle with me when I go to the gym.,,,
voy,I am going,Yo voy a estudiar mucho este fin de semana para mi examen de matemáticas.,I am going to study a lot this weekend for my math exam.,,,
voy,I am going,"Si tengo suficiente dinero, yo voy a comprar un nuevo teléfono celular.","If I have enough money, I am going to buy a new cell phone.",,,
voy,I am going,"Cuando terminemos de comer, yo voy a lavar los platos.","When we finish eating, I am going to wash the dishes.",,,
vas,(you go),¿Vas a la fiesta esta noche?,Are you going to the party tonight?,,,
vas,(you go),"Si vas al supermercado, por favor trae leche y pan.","If you go to the supermarket, please bring milk and bread.",,,
vas,(you go),¿Vas a la universidad o trabajas tiempo completo?,Are you going to college or working full-time?,,,
vas,(you go),No vas a creer lo que acabo de escuchar.,You're not going to believe what I just heard.,,,
vas,(you go),"Si vas al parque, asegúrate de llevar protector solar.","If you go to the park, make sure to bring sunscreen.",,,
vas,(you go),¿Vas a ir al cine conmigo el fin de semana?,Are you going to the movies with me this weekend?,,,
vas,(you go),Tú vas a la tienda y yo voy a la farmacia.,You go to the store and I'm going to the pharmacy.,,,
vas,(you go),¿Tú vas a la reunión mañana por la mañana?,Are you going to the meeting tomorrow morning?,,,
vas,(you go),"Si tú vas a la fiesta, asegúrate de llegar temprano.","If you're going to the party, make sure to arrive early.",,,
vas,(you go),¿Tú vas a dejar de fumar o seguirás haciéndolo?,Are you going to quit smoking or keep doing it?,,,
va,(he/she/you goes),El equipo de fútbol va a jugar en el estadio este fin de semana.,The soccer team is going to play at the stadium this weekend.,,,
va,(he/she/you goes),Mi hermana mayor va a graduarse de la universidad en mayo.,My older sister is going to graduate from college in May.,,,
va,(he/she/you goes),¿A dónde va la carretera que está frente a la casa?,Where does the road in front of the house go?,,,
va,(he/she/you goes),"Hoy hace mucho calor, así que creo que va a ser un día difícil.","It's very hot today, so I think it's going to be a difficult day.",,,
va,(he/she/you goes),¿Podrías decirme a qué hora va a pasar el autobús por aquí?,Could you tell me what time the bus is going to pass by here?,,,
va,(he/she/you goes),Ella va a la escuela todos los días en autobús.,She goes to school every day by bus.,,,
va,(he/she/you goes),Él va a visitar a su familia en otra ciudad este fin de semana.,He is going to visit his family in another city this weekend.,,,
va,(he/she/you goes),Usted va a tener que trabajar mucho para terminar este proyecto a tiempo.,You are going to have to work hard to finish this project on time.,,,
va,(he/she/you goes),Ella va a hacer una presentación en la conferencia de negocios mañana por la mañana.,She is going to give a presentation at the business conference tomorrow morning.,,,
va,(he/she/you goes),¿Usted va a asistir a la reunión del equipo esta tarde?,Are you going to attend the team meeting this afternoon?,,,
vamos,(we go),"Vamos al cine esta noche, ¿te parece?","Let's go to the cinema tonight, shall we?",,,
vamos,(we go),"¡Vamos, no te rindas, puedes hacerlo!","Come on, don't give up, you can do it!",,,
vamos,(we go),¿Vamos juntos al supermercado a comprar las cosas para la cena?,Shall we go together to the supermarket to buy things for dinner?,,,
vamos,(we go),"Vamos a necesitar un paraguas, parece que va a llover.","We're going to need an umbrella, it looks like it's going to rain.",,,
vamos,(we go),"¡Vamos, apúrate, que ya estamos llegando tarde!","Let's go, hurry up, we're already running late!",,,
vamos,(we go),Nosotras vamos a caminar por el parque esta tarde.,We are going to walk through the park this afternoon.,,,
vamos,(we go),¿Nosotros vamos a tomar el mismo autobús que tú?,Are we going to take the same bus as you?,,,
vamos,(we go),Nosotras vamos a preparar la cena para toda la familia.,We are going to prepare dinner for the whole family.,,,
vamos,(we go),¿Nosotros vamos a asistir a la conferencia juntos?,Are we going to attend the conference together?,,,
vamos,(we go),Nosotros vamos a donar una parte de nuestras ganancias a una organización benéfica.,We are going to donate a portion of our earnings to a charitable organization.,,,
vais,(you all go),¿A qué hora vais a salir de casa mañana?,What time are you all going to leave the house tomorrow?,,,
vais,(you all go),"Si no os dais prisa, vais a llegar tarde al cine.","If you don't hurry up, you all are going to be late for the movie.",,,
vais,(you all go),¿Vais a invitar a alguien más a la fiesta?,Are you all going to invite someone else to the party?,,,
vais,(you all go),"Si seguís estudiando así de bien, vais a aprobar el examen seguro.","If you all keep studying this well, you're definitely going to pass the exam.",,,
vais,(you all go),¿Vais a ir a la playa este fin de semana?,Are you all going to the beach this weekend?,,,
vais,(you all go),Vosotras vais a tener que llegar temprano para conseguir un buen lugar en la fila.,You all are going to have to arrive early to get a good spot in line.,,,
vais,(you all go),¿Vosotros vais a venir a mi fiesta de cumpleaños este fin de semana?,Are you all going to come to my birthday party this weekend?,,,
vais,(you all go),"No sé adónde vais a ir de vacaciones este año, ¿tenéis algún plan en mente?","I don't know where you all are going on vacation this year, do you have any plans in mind?",,,
vais,(you all go),"Si queréis llegar a tiempo a la reunión, vosotros vais a tener que tomar el metro.","If you want to arrive on time to the meeting, you all will have to take the subway.",,,
vais,(you all go),Vosotras vais a ser las encargadas de preparar los aperitivos para la fiesta de graduación.,You all are going to be in charge of preparing the appetizers for the graduation party.,,,
van,(they/you all go),Mi amigo y yo vamos a viajar en una van grande para nuestro próximo viaje por carretera.,My friend and I are going to travel in a large van for our next road trip.,,,
van,(they/you all go),Ayer vi una van de reparto de paquetes estacionada en la calle.,Yesterday I saw a delivery van parked on the street.,,,
van,(they/you all go),Los músicos cargaron todos sus instrumentos en la parte trasera de la van antes de dirigirse al concierto.,The musicians loaded all their instruments in the back of the van before heading to the concert.,,,
van,(they/you all go),Mi vecino alquila una van para transportar a su equipo de fútbol a los partidos de los fines de semana.,My neighbor rents a van to transport his soccer team to weekend games.,,,
van,(they/you all go),La empresa de mudanzas envió una van para llevar mis muebles nuevos a mi casa.,The moving company sent a van to bring my new furniture to my house.,,,
van,(they/you all go),Ellos van a la fiesta juntos.,They are going to the party together.,,,
van,(they/you all go),Ustedes van a tener un gran tiempo en su viaje.,You all are going to have a great time on your trip.,,,
van,(they/you all go),Ellas van a caminar por el parque esta tarde.,They (feminine) are going to walk in the park this afternoon.,,,
van,(they/you all go),¿A dónde van a ir para sus vacaciones este año?,Where are you all going for your vacation this year?,,,
van,(they/you all go),Los estudiantes dicen que ellos van a estudiar para el examen de mañana.,The students say that they are going to study for tomorrow's exam.,,,
la reunión,meeting,La reunión de hoy se canceló debido a un problema técnico.,Today's meeting was canceled due to a technical issue.,,,
las ventas,sales,El jefe de la empresa quiere aumentar las ventas el próximo trimestre.,The company's CEO wants to increase sales next quarter.,,,
la oficina,office,La oficina tiene un ambiente muy agradable y colaborativo.,The office has a very pleasant and collaborative environment.,,,
estos documentos,documents,Necesito imprimir estos documentos para la presentación de mañana.,I need to print these documents for tomorrow's presentation.,,,
nuevo producto,product,La empresa ha lanzado un nuevo producto al mercado con gran éxito.,The company has successfully launched a new product in the market.,,,
el correo electrónico,email,El correo electrónico es una herramienta fundamental para la comunicación en el trabajo.,Email is a fundamental tool for communication at work.,,,
la competencia,competition,La competencia entre empresas del mismo rubro es cada vez más intensa.,Competition between companies in the same industry is becoming increasingly intense.,,,
la empresa,company,La empresa está comprometida con el desarrollo sostenible y la responsabilidad social.,The company is committed to sustainable development and social responsibility.,,,
el servicio,service,El cliente está insatisfecho con el servicio que recibió y ha presentado una queja.,The customer is dissatisfied with the service they received and has filed a complaint.,,,
finanzas,finance,El departamento de finanzas es el encargado de administrar el presupuesto de la empresa.,The finance department is responsible for managing the company's budget.,,,
ganancias,profits,La empresa ha logrado aumentar sus ganancias en el último año.,The company has managed to increase its profits in the last year.,,,
suministros,supplies,Necesito comprar algunos suministros de oficina como papel y bolígrafos.,I need to buy some office supplies like paper and pens.,,,
nuevos proveedores,suppliers,La empresa está buscando nuevos proveedores de materia prima para reducir costos.,The company is looking for new raw material suppliers to reduce costs.,,,
nuevos clientes,clients/customers,El equipo de ventas está trabajando en una estrategia para captar nuevos clientes.,The sales team is working on a strategy to attract new customers.,,,
la publicidad,advertising,La publicidad es un factor clave para el éxito de una empresa en el mercado.,Advertising is a key factor for a company's success in the market.,,,
logística,logistics,El departamento de logística se encarga de la gestión de inventarios y entregas.,The logistics department is responsible for inventory management and deliveries.,,,
una alianza,alliance,La empresa ha establecido una alianza con otra compañía para expandir su mercado.,The company has established a partnership with another company to expand its market.,,,
una llamada,call,Necesito hacer una llamada telefónica importante para cerrar un trato de negocios.,I need to make an important phone call to close a business deal.,,,
el balance general,balance sheet,El balance general es un informe financiero que muestra la situación de una empresa.,The balance sheet is a financial report that shows the company's situation.,,,
una campaña,campaign,La empresa ha lanzado una campaña publicitaria en las redes sociales.,The company has launched an advertising campaign on social media.,,,
marketing,marketing,El departamento de marketing se encarga de promocionar los productos de la empresa.,The marketing department is responsible for promoting the company's products.,,,
la innovación,innovation,La innovación es un factor fundamental para mantenerse competitivo en el mercado.,Innovation is a fundamental factor to remain competitive in the market.,,,
teletrabajo,telecommuting,La empresa ha implementado un sistema de teletrabajo para sus empleados.,The company has implemented a telecommuting system for its employees.,,,
la negociación,negotiation,La negociación es una habilidad importante en el mundo de los negocios.,Negotiation is an important skill in the business world.,,,
nuevas sucursales,branches,La empresa está en proceso de expansión y ha abierto nuevas sucursales en el extranjero.,The company is in the process of expansion and has opened new branches overseas.,,,
el contrato,contract,El contrato establece las condiciones de trabajo y los derechos y obligaciones de las partes.,The contract establishes the working conditions and the rights and obligations of the parties.,,,
la contabilidad,accounting,La contabilidad es una actividad que permite llevar un control financiero de la empresa.,Accounting is an activity that allows financial control of the company.,,,
nuevos talentos,talent,La empresa está buscando nuevos talentos para integrar a su equipo de trabajo.,The company is looking for new talents to integrate into its workforce.,,,
la estrategia,strategy,La estrategia de precios es un factor importante para competir en el mercado.,The pricing strategy is an important factor to compete in the market.,,,
descuentos,discounts,El departamento de ventas está ofreciendo descuentos para incentivar las compras.,The sales department is offering discounts to incentivize purchases.,,,
tecnología,technology,El departamento de tecnología se encarga del mantenimiento y actualización de los equipos informáticos.,The technology department is responsible for the maintenance and updating of the computer equipment.,,,
medidas,measures,La empresa está implementando medidas para mejorar la eficiencia y reducir costos.,The company is implementing measures to improve efficiency and reduce costs.,,,
la factura,invoice,La factura es un documento que se emite para cobrar los productos o servicios vendidos.,The invoice is a document issued to charge for the products or services sold.,,,
capacitaciones,training,La empresa está ofreciendo capacitaciones para mejorar las habilidades de su personal.,The company is offering training to improve the skills of its personnel.,,,
el mercado,market,El mercado está en constante cambio y es necesario adaptarse a las nuevas tendencias.,"The market is constantly changing, and it is necessary to adapt to new trends.",,,
atención al cliente,customer service,El departamento de atención al cliente se encarga de resolver las dudas y quejas de los consumidores.,The customer service department is responsible for resolving doubts and complaints from consumers.,,,
una certificación,certification,La empresa ha obtenido una certificación de calidad que garantiza el buen desempeño de sus productos.,The company has obtained a quality certification that guarantees the good performance of its products.,,,
la nevera,the fridge,La nevera está llena de comida.,The fridge is full of food.,,,
la cocina,the kitchen,La cocina tiene una estufa y un horno incorporados.,The kitchen has a built-in stove and oven.,,,
el microondas,the microwave,El microondas es muy útil para calentar la comida rápidamente.,The microwave is very useful for quickly heating up food.,,,
el fregadero,the sink,El fregadero de la cocina tiene un grifo que proporciona agua caliente y fría.,The kitchen sink has a faucet that provides hot and cold water.,,,
la encimera,the countertop,La encimera de la cocina es de granito negro.,The kitchen countertop is made of black granite.,,,
los cajones,the drawers,Los cajones de la cocina están llenos de utensilios de cocina.,The kitchen drawers are filled with cooking utensils.,,,
el lavavajillas,the dishwasher,El lavavajillas es muy útil para lavar los platos de manera eficiente.,The dishwasher is very useful for efficiently washing dishes.,,,
el armario,the cabinet,El armario de la cocina está lleno de platos y vasos.,The kitchen cabinet is full of plates and glasses.,,,
la cafetera,the coffee maker,La cafetera hace un excelente café por la mañana.,The coffee maker makes excellent coffee in the morning.,,,
el horno,the oven,El horno de la cocina es muy útil para cocinar platos deliciosos.,The kitchen oven is very useful for cooking delicious dishes.,,,
la batidora,the blender,La batidora es útil para hacer puré y mezclar alimentos.,The blender is useful for pureeing and mixing foods.,,,
la tostadora,the toaster,La tostadora es perfecta para hacer tostadas crujientes.,The toaster is perfect for making crispy toast.,,,
el hervidor de agua,the kettle,El hervidor de agua se utiliza para hacer té o café caliente.,The water boiler is used for making hot tea or coffee.,,,
la olla a presión,the pressure cooker,La olla a presión es muy útil para cocinar platos más rápido.,The pressure cooker is very useful for cooking dishes faster.,,,
el rallador de queso,the cheese grater,El rallador de queso es perfecto para agregar queso a las comidas.,The cheese grater is perfect for adding cheese to meals.,,,
la tabla de cortar,the cutting board,La tabla de cortar se utiliza para cortar alimentos.,The cutting board is used for cutting food.,,,
el abrelatas,the can opener,El abrelatas se utiliza para abrir latas.,The can opener is used to open cans.,,,
el sacacorchos,the corkscrew,El sacacorchos se utiliza para abrir botellas de vino.,The corkscrew is used to open wine bottles.,,,
la esponja,the sponge,La esponja se utiliza para lavar los platos.,The sponge is used for washing dishes.,,,
el trapo de cocina,the kitchen towel,El trapo de cocina se utiliza para limpiar las superficies de la cocina.,The kitchen cloth is used for cleaning kitchen surfaces.,,,
el molinillo de especias,the spice grinder,El molinillo de especias se utiliza para moler especias.,The spice grinder is used for grinding spices.,,,
el cuchillo de chef,the chef's knife,El cuchillo de chef es perfecto para cortar alimentos en trozos pequeños.,The chef's knife is perfect for cutting food into small pieces.,,,
el colador,the strainer,El colador se utiliza para escurrir líquidos de los alimentos.,The colander is used for straining liquids from foods.,,,
el termómetro de cocina,the kitchen thermometer,El termómetro de cocina se utiliza para medir la temperatura de los alimentos.,The kitchen thermometer is used to measure the temperature of foods.,,,
el pelador de verduras,the vegetable peeler,El pelador de verduras se utiliza para pelar verduras.,The vegetable peeler is used for peeling vegetables.,,,
la sartén,the frying pan,La sartén se utiliza para cocinar alimentos a la parrilla o salteados.,The frying pan is used for grilling or sautéing food.,,,
el cazo,the saucepan,El cazo se utiliza para calentar líquidos como la leche o el caldo.,The saucepan is used for heating liquids like milk or broth.,,,
el medidor de tazas,the measuring cup,El medidor de tazas se utiliza para medir ingredientes secos como la harina.,The measuring cup is used to measure dry ingredients like flour.,,,
la tapa de la olla,the pot lid,La tapa de la olla se utiliza para cubrir la comida mientras se cocina.,The pot lid is used to cover food while it cooks.,,,
el tenedor de cocina,the kitchen fork,El tenedor de cocina se utiliza para dar vuelta a los alimentos mientras se cocinan.,The kitchen fork is used for turning over food while it cooks.,,,
la espátula,the spatula,La espátula se utiliza para dar la vuelta a los alimentos mientras se cocinan.,The spatula is used for flipping over food while it cooks.,,,
el batidor de huevos,the egg beater,El batidor de huevos se utiliza para batir los huevos.,The egg beater is used for beating eggs.,,,
el exprimidor de cítricos,the citrus juicer,El exprimidor de cítricos se utiliza para exprimir el jugo de frutas cítricas.,The citrus juicer is used for juicing citrus fruits.,,,
el timer,the timer,El timer se utiliza para controlar el tiempo de cocción de los alimentos.,The timer is used for controlling the cooking time of foods.,,,
una campana extractora,the range hood,La cocina tiene una campana extractora para eliminar el humo y los olores.,The kitchen has an extractor hood to eliminate smoke and odors.,,,
